url,title,lead,content,data,category,tags
https://bash.bashinform.ru/news/social/2023-10-26/respublikala-86-keshe-m-kerle-sir-yo-tor-an-3493918,Республикала 86 кеше мәкерле сир йоҡторған,,"Башҡортостанда уҙған тәүлектә 86 кеше коронавирус инфекцияһын йоҡторған. COVID -19 буйынса яңы мәғлүмәттәрҙе республиканың Һаулыҡ һаҡлау министрлығы хәбәр итте. Пандемия башланғандан алып Башҡортостанда бөтәһе 373 715 кеше коронавирус менән сирләгән.
Әлеге ваҡытта 109 пациент стационарҙа дауалана, уларҙың 58-е — оло йәштәге пациенттар. Ә 1022 ауырыу, шул иҫәптән 60 йәштән өлкән 498 кеше өй шарттарында дауалана. Бер тәүлектә 40 кеше һауығып сыҡҡан.
Пандемия башланғандан алып 6109 кеше мәкерле сир ҡорбаны булған. Тәүлек эсендә ковид бер кешенең ғүмерен өҙгән.
https://www.bashinform.ru/news/social/2023-10-26/v-bashkirii-opasnoy-boleznyu-zarazilis-86-chelovek-3493639","26 Октябрь , 11:27",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-26/bash-ortostanda-epshek-ar-bo-lauy-m-k-sl-el-farazlana-3493876,"Башҡортостанда епшек ҡар, боҙлауыҡ һәм көслө ел фаразлана",,"Башгидрометүҙәк мәғлүмәттәре буйынса, бөгөн, 26 октябрҙә, урыны менән бер аҙ ҡар яуа, юлдарҙың айырым участкаларында боҙлауыҡ. Ел төньяҡ-көнбайыштан, көнбайыштан талғын. Һауа температураһы көндөҙ 0, -5°.
Йома, 27 октябрҙә, урыны менән бер аҙ ҡар яуыуы көтөлә. Ел төньяҡ-көнбайыштан, көнсығыштан талғын, көндөҙ көсәйеүсән. Төндә -2, -7°, аяҙытҡанда -12°, көндөҙ -4, +1° була.
Шәмбе, 28 октябрҙә, бер аҙ епшек ҡар яуыуы, ҡайһы бер райондарҙа сымдарға һәм ағастарға епшек ҡар һырыуы, юлдарҙа боҙлауыҡ булыуы фаразлана. Ел көнсығыштан, көньяҡ-көнсығыштан талғын, урыны менән көсәйеүсән. Һауа температураһы төндә -2, -7°, аяҙытҡанда -12°, көндөҙ -2, +3°.
«Башинформ» хәбәр иткәнсә, Башҡортостанда ҡапыл һыуытты, был аҙнала республикала  норманан 2-3 градусҡа түбәнерәк булыуы көтөлә.
https://www.bashinform.ru/news/social/2023-10-26/v-bashkirii-prognoziruyutsya-mokryy-sneg-gololeditsa-i-silnyy-veter-3493523","26 Октябрь , 11:07",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-26/ildar-m-litbir-in-respublikany-m-arif-ministry-statusynda-bashinform-dy-ya-yrtyl-an-fotozona-yn-ba-alany-3493726,Илдар Мәүлитбирҙин республиканың мәғариф министры статусында «Башинформ»дың яңыртылған фотозонаһын баһаланы,,"Башҡортостандың яңы мәғариф министры Илдар Мәүлитбирҙин бөгөн «Башинформ» мәғлүмәт агентлығында Өфөлә халыҡ-ара полилингваль белем биреү форумына арналған матбуғат конференцияһында ҡатнашты һәм яңыртылған фотозона янында фотоға төштө.
Хәтерегеҙгә төшөрәбеҙ, «Башинформ» коллегаларына интервью яҙҙырыу, матбуғат конференцияларында ҡатнашыусыларҙы фотоға төшөрөү уңайлы булһын өсөн видео- һәм фотозонаны яңыртты. Хәҙер мәғлүмәт агентлығы холын заманса дизайнлы баннер биҙәй.
«Башинформ» - Башҡортостан Республикаһының төп мәғлүмәт агентлығы. 2023 йылда агентлыҡҡа 28 йыл тулды. Бөгөн ул -Башҡортостандың иң күп өҙөмтә килтерелгән яңылыҡтар порталы.
https://www.bashinform.ru/news/social/2023-10-25/ildar-mavletberdin-otsenil-obnovlennuyu-fotozonu-bashinforma-v-statuse-glavy-minobrazovaniya-bashkirii-3493260","26 Октябрь , 10:22",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-25/belorettan-olga-plohova-103-s-tyu-an-k-n-n-bild-l-ne-3492749,Белореттан Ольга Плохова 103-сө тыуған көнөн билдәләне,,"Башҡортостанда Ольга Плохова 103-сө тыуған көнөн билдәләне. Белорет районы хакимиәте башлығы Андрей Иванюта социаль селтәрҙәге сәхифәһендә йөҙйәшәр инәй тураһында яҙып сыҡты.
Уның ире туйҙан ике ай үткәс фронтҡа алынған. Башҡаса уны бер ҡасан да күрмәгән. 1943 йылда медицина училищеһын тамамлағандан һуң Ольга Андреевна үҙ теләге менән фронтҡа киткән. Санитар эшелонда шәфҡәт туташы булып хеҙмәт иткән. 1945 йылда Берлинғаса барып еткән, 1946 йылда ғына өйөнә ҡайтҡан. Башҡаса тормошҡа сыҡмаған. Ғүмере буйына хәбәрһеҙ юғалған ирен көткән. Хаҡлы ялға тиклем йоғошло сирҙәр дауаханаһында эшләгән. Уның медициналағы дөйөм эш стажы – 40 йыл.
«Йөҙйәшәр инәйгә һаулыҡ, яҡындарының хәстәрлеген һәм иғтибарын тойоп йәшәүен теләйбеҙ! Уны киләһе Еңеү көнө, сираттағы тыуған көнө менән дә ҡотларбыҙ тип өмөтләнәм», - тип яҙған Андрей Иванюта.
https://www.bashinform.ru/news/social/2023-10-25/dolgozhitelnitsa-iz-bashkirii-olga-plohova-otmetila-103-iy-den-rozhdeniya-3492047","25 Октябрь , 12:48",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-25/mihail-mishustin-bash-ortostandy-berense-vitse-premiery-r-st-m-moratov-a-r-hm-t-belder-e-3492350,Михаил Мишустин Башҡортостандың беренсе вице-премьеры Рөстәм Моратовҡа рәхмәт белдерҙе,,"Рәсәй хөкүмәте бойороғо менән Башҡортостан хөкүмәте премьер-министрының беренсе урынбаҫары – республиканың иҡтисади үҫеш һәм инвестиция сәйәсәте министры Рөстәм Моратовҡа иҡтисад тармаҡтарын һанлы үҙгәртеп ҡороу проекттарын тормошҡа ашырыуға индергән өлөшө өсөн Рәсәй Федерацияһы хөкүмәтенең рәхмәт хаты менән билдәләнде.
Бынан алдараҡ «Башинформ» Башҡортостан хөкүмәте аппараты етәксеһе Азамат Абдрахмановты Дуҫлыҡ ордены менән бүләкләнеүе тураһында хәбәр иткәйне.
https://www.bashinform.ru/news/social/2023-10-25/pervomu-vitse-premieru-bashkirii-rustamu-muratovu-ob-yavlena-blagodarnost-pravitelstva-rf-3492253","25 Октябрь , 10:33",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-25/bash-ortostanda-a-na-a-a-yna-tiklem-al-yn-m-arly-bula-3492324,Республикала аҙна аҙағына тиклем һалҡын һәм ҡарлы була,,"Синоптиктар фаразлауынса, шаршамбы, 25 октябрҙә, бер аҙ ҡар яуыуы, ҡайһы бер райондарҙа тимер сымдарға һәм ағастарға епшек ҡар һырыуы көтөлә, юлдарҙа боҙлауыҡ. Ел төньяҡтан, төньяҡ-көнбайыштан талғын, урыны менән көсәйеүсән. Һауа температураһы 0, -5°, көнсығышта  +5°.
Кесаҙна, 26 октябрҙә, урыны менән бер аҙ ҡар яуа. Ел төньяҡ-көнбайыштан, көнбайыштан талғын. Төндә -2, -7°, аяҙытҡанда -12°, көндөҙ 0, -5° була.
Йома, 27 октябрҙә, урыны менән бер аҙ ҡар яуыуы көтөлә. Ел төньяҡ-көнбайыштан, көнбайыштан талғын. Һауа температураһы төндә -2, -7°, аяҙытҡанда -12°, көндөҙ 0, -5°.
https://www.bashinform.ru/news/social/2023-10-25/v-bashkirii-do-kontsa-rabochey-nedeli-budet-holodno-i-snezhno-3492075","25 Октябрь , 10:23",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-24/ta-ir-k-simov-isemend-ge-bash-ort-batalony-komandiryna-podpolkovnik-iseme-birelde-3491684,Таһир Күсимов исемендәге башҡорт батальоны командирына подполковник исеме бирелде,,"«Башҡортостан» мотоуҡсылар полкының Таһир Күсимов исемендәге батальон командиры «Сенсей» позывнойлы майорға подполковник исеме бирелгән. Был хаҡта «Башҡорт батальоны» телеграм-каналы хәбәр итә.
«Һеҙ был исемгә лайыҡ. Алда әле беҙҙе күп эштәр көтә. Һеҙ яҡшы офицерҙарҙың береһе. Киләсәктә лә шулай булһын, еңеүгә ынтылайыҡ, һалдаттарыбыҙ тураһында хәстәрлек күрәйек. Берҙәмлектә - көс», — тигән һүҙҙәр яңғырай видеояҙмала.
Сентябрь айында «Сенсей» махсус хәрби операция зонаһынан республика халҡына сәләм еткергәйне. Башҡорт яугирҙәре яҡташтарының ярҙамын тоя, тине ул үҙенең мөрәжәғәтендә.
https://www.bashinform.ru/news/svo/2023-10-24/kombatu-bashkirskogo-batalona-imeni-tagira-kusimova-prisvoeno-zvanie-podpolkovnika-3491155","24 Октябрь , 16:41",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-24/f-l-etnoturizm-buyynsa-s-ns-haly-ara-forum-asyldy-3491449,Өфөлә этнотуризм буйынса өсөнсө халыҡ-ара форум асылды,,"Бөгөн Өфөнөң «Торатау» конгресс-холында этнотуризм буйынса өсөнсө халыҡ-ара форум үҙ эшен башланы. Унда Рәсәйҙең 50-нән ашыу төбәгенән, шулай уҡ Белоруссиянан һәм Абхазиянан туристик тармаҡ вәкилдәре ҡатнаша.
Этнотуризм, мәҙәни-тарихи туризм йүнәлеше, билдәле бер халыҡтың йәшәгән урынына барып, уларҙың мәҙәниәте һәм көнкүреше, иҫтәлекле урындары, теле, фольклоры, традициялары, байрамдары, кейем-һалымы, аш-һыуы менән танышыуҙы күҙ уңында тота.
Башҡортостанда ошондай урындар: Мәләүез районында «Иная» этнопаркы, «Торатау» солоҡ умарталығы, Иглин районында «Терра Инкогнита» этнопаркы.
«Бөгөн этнофорум башланыр алдынан ғына Ҡаҙағстан делегацияһы менән осраштым. Ҡаҙағстандағы коллегаларыбыҙҙы ла «Башҡорт оҙон ғүмерлелеге» программаһына инергә саҡырабыҙ. Беҙгә белорустар, абхаздар һәм ҡаҙаҡтар килә башлар тип көтәбеҙ.
Был форумды өсөнсө тапҡыр ойошторабыҙ. Ул беҙҙең Туризм үҙәге етәксеһе Артур Мираҫ улы Иҙелбаевтың тәҡдиме менән башланып китте. Ләкин хәҙер бик ҡыҙыҡлы урынға әүерелә бара, бында һеҙҙең менән осрашып, туризм мөмкинлектәре тураһында фекер алышырға мөмкин. Әлбиттә, этнотуризмға баҫым яһайбыҙ, сөнки Башҡортостанда был тема бик популяр. Башҡортостан — төрлө халыҡтар йәшәгән үҙенсәлекле биләмә. Иң мөһиме — ошо халыҡтар үҙҙәренең мәҙәниәтен һәм традицияларын һаҡлай. Шуға Башҡортостанда башҡорттарҙың ғына түгел, рустарҙың, татарҙарҙың, сыуаштарҙың, мариҙарҙың, удмурттарҙың, белорустарҙың һәм башҡа халыҡтарҙың мәҙәниәте, ғөрөф-ғәҙәттәре менән таныша алаһығыҙ», — тине Радий Хәбиров.
Башҡортостан Башлығы һүҙҙәренсә, республикала туристарҙы йәлеп итеү биләмәләре бар. Шүлгәнташ музейы, әле Турахан һәм Хөсәйенбәк кәшәнәләре янында Евразия күсмә цивилизациялар музейын булдырыу өҫтөндә эш бара.
Башҡортостанда этнотуризм үҫеше тураһында «Башинформ» материалында уҡығыҙ.
https://www.bashinform.ru/news/social/2023-10-24/v-ufe-nachal-rabotu-tretiy-mezhdunarodnyy-forum-po-etnoturizmu-3491126","24 Октябрь , 15:37",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-24/dostavalov-isemend-ge-bash-ort-batalondy-rota-komandiry-toman-nagrada-a-t-dim-itelde-3490748,Доставалов исемендәге башҡорт батальонының рота командиры «Томан» наградаға тәҡдим ителде,,"А.Доставалов исемендәге башҡорт ирекле батальонының рота командиры «Томан» «Батырлыҡ өсөн» миҙалы менән бүләкләнгән, тип хәбәр итә Башҡорт батальоны телеграм-каналы. Яугиргә награданы алғы һыҙыҡта тапшырғандар.
Хәтерегеҙгә төшөрәбеҙ, бер йыл элек хәрбиҙең улы тыуғайны. «Башинформ» Башҡортостан Башлығы хакимиәте етәксеһенең беренсе урынбаҫары Урал Килсенбаевтың «Томан»ға Радий Хәбировтан исем сәғәт бүләк итеүе хаҡында ла хәбәр иткәйне. Ҡыҫҡа ваҡытлы ялға ҡайтҡанында яугир Башҡортостан Башлығына Александр Доставалов исемендәге батальондың талсымын тапшырҙы.
https://www.bashinform.ru/news/svo/2023-10-23/komandir-bashkirskogo-batalona-imeni-dostavalova-s-pozyvnym-tuman-predstavlen-k-nagrade-3490100","24 Октябрь , 11:09",Йәмғиәт,Na
https://bash.bashinform.ru/news/social/2023-10-24/r-s-y-prezidenty-vladimir-putin-azamat-abdrahmanovty-du-ly-ordeny-men-n-b-l-kl-ne-3490597,Рәсәй президенты Владимир Путин Азамат Абдрахмановты Дуҫлыҡ ордены менән бүләкләне,,"Рәсәй президенты Владимир Путиндың указы менән Башҡортостан хөкүмәте аппараты етәксеһе Азамат Абдрахманов «хеҙмәттә өлгәшкән уңыштары һәм күп йыллыҡ намыҫлы хеҙмәте өсөн»Дуҫлыҡ ордены менән бүләкләнде.
https://www.bashinform.ru/news/social/2023-10-24/rukovoditel-apparata-pravitelstva-bashkirii-nagrazhden-ordenom-druzhby-3490342","24 Октябрь , 10:18",Йәмғиәт,Na
